year,quarter,lad_code,claimant_count
2018,Q3,E07000061,1677
2018,Q3,E07000062,2532
2018,Q3,E07000063,705
2018,Q3,E07000064,1137
2018,Q3,E07000065,780
2018,Q3,E07000066,2788
2018,Q3,E07000067,1415
2018,Q3,E07000068,588
2018,Q3,E07000069,528
2018,Q3,E07000070,1192
2018,Q3,E07000071,1398
2018,Q3,E07000072,943
2018,Q3,E07000073,1620
2018,Q3,E07000074,343
2018,Q3,E07000075,460
2018,Q3,E07000076,2050
2018,Q3,E07000077,410
2018,Q3,E07000078,1098
2018,Q3,E07000079,515
2018,Q3,E07000080,888
2018,Q3,E07000081,1645
2018,Q3,E07000082,768
2018,Q3,E07000083,662
2018,Q3,E07000084,1103
2018,Q3,E07000085,430
2018,Q3,E07000086,953
2018,Q3,E07000087,505
2018,Q3,E07000088,718
2018,Q3,E07000089,243
2018,Q3,E07000090,1120
2018,Q3,E07000091,823
2018,Q3,E07000092,527
2018,Q3,E07000093,548
2018,Q3,E07000094,492
2018,Q3,E07000095,1098
2018,Q3,E07000096,1022
2018,Q3,E07000098,842
2018,Q3,E07000099,853
2018,Q3,E07000102,743
2018,Q3,E07000103,1322
2018,Q3,E07000105,1370
2018,Q3,E07000106,1340
2018,Q3,E07000107,733
2018,Q3,E07000108,2188
2018,Q3,E07000109,1438
2018,Q3,E07000110,1165
2018,Q3,E07000111,465
2018,Q3,E07000112,1518
2018,Q3,E07000113,2552
2018,Q3,E07000114,3937
2018,Q3,E07000115,683
2018,Q3,E07000116,575
2018,Q3,E07000117,2620
2018,Q3,E07000118,1082
2018,Q3,E07000119,578
2018,Q3,E07000120,1775
2018,Q3,E07000121,2560
2018,Q3,E07000122,1165
2018,Q3,E07000123,2198
2018,Q3,E07000124,265
2018,Q3,E07000125,953
2018,Q3,E07000126,915
2018,Q3,E07000127,1532
2018,Q3,E07000128,920
2018,Q3,E07000129,505
2018,Q3,E07000130,1018
2018,Q3,E07000131,512
2018,Q3,E07000132,1065
2018,Q3,E07000133,637
2018,Q3,E07000134,725
2018,Q3,E07000135,308
2018,Q3,E07000136,612
2018,Q3,E07000137,1585
2018,Q3,E07000138,1995
2018,Q3,E07000139,663
2018,Q3,E07000140,632
2018,Q3,E07000141,1648
2018,Q3,E07000142,1185
2018,Q3,E07000143,857
2018,Q3,E07000144,562
2018,Q3,E07000145,2793
2018,Q3,E07000146,870
2018,Q3,E07000147,440
2018,Q3,E07000148,1670
2018,Q3,E07000149,672
2018,Q3,E07000170,1522
2018,Q3,E07000171,1542
2018,Q3,E07000172,1015
2018,Q3,E07000173,1082
2018,Q3,E07000174,1262
2018,Q3,E07000175,1008
2018,Q3,E07000176,542
2018,Q3,E07000177,937
2018,Q3,E07000178,1563
2018,Q3,E07000179,745
2018,Q3,E07000180,828
2018,Q3,E07000181,625
2018,Q3,E07000192,828
2018,Q3,E07000193,828
2018,Q3,E07000194,763
2018,Q3,E07000195,1192
2018,Q3,E07000196,930
2018,Q3,E07000197,817
2018,Q3,E07000198,547
2018,Q3,E07000199,990
2018,Q3,E07000200,698
2018,Q3,E07000202,2162
2018,Q3,E07000203,557
2018,Q3,E07000207,495
2018,Q3,E07000208,390
2018,Q3,E07000209,548
2018,Q3,E07000210,293
2018,Q3,E07000211,703
2018,Q3,E07000212,385
2018,Q3,E07000213,557
2018,Q3,E07000214,313
2018,Q3,E07000215,502
2018,Q3,E07000216,387
2018,Q3,E07000217,398
2018,Q3,E07000218,522
2018,Q3,E07000219,2250
2018,Q3,E07000220,1383
2018,Q3,E07000221,778
2018,Q3,E07000222,748
2018,Q3,E07000223,485
2018,Q3,E07000224,1098
2018,Q3,E07000225,677
2018,Q3,E07000226,1032
2018,Q3,E07000227,625
2018,Q3,E07000228,457
2018,Q3,E07000229,862
2018,Q3,E07000234,785
2018,Q3,E07000235,488
2018,Q3,E07000236,1337
2018,Q3,E07000237,1113
2018,Q3,E07000238,768
2018,Q3,E07000239,950
2018,Q3,E07000240,1138
2018,Q3,E07000241,1288
2018,Q3,E07000242,583
2018,Q3,E07000243,862
