lad_code,date,claimant_count
E07000120,2018-01-01,1360
E07000121,2018-01-01,2395
E07000122,2018-01-01,1155
E07000123,2018-01-01,2125
E07000124,2018-01-01,290
E07000125,2018-01-01,930
E07000126,2018-01-01,935
E07000127,2018-01-01,1185
E07000128,2018-01-01,1040
E07000129,2018-01-01,445
E07000130,2018-01-01,900
E07000131,2018-01-01,420
E07000132,2018-01-01,910
E07000133,2018-01-01,510
E07000134,2018-01-01,530
E07000135,2018-01-01,270
E07000136,2018-01-01,625
E07000137,2018-01-01,2045
E07000138,2018-01-01,1640
E07000139,2018-01-01,640
E07000140,2018-01-01,655
E07000141,2018-01-01,1230
E07000142,2018-01-01,1105
E07000143,2018-01-01,875
E07000144,2018-01-01,530
E07000145,2018-01-01,3015
E07000146,2018-01-01,920
E07000147,2018-01-01,540
E07000148,2018-01-01,1605
E07000149,2018-01-01,650
E07000170,2018-01-01,1620
E07000171,2018-01-01,1170
E07000172,2018-01-01,1080
E07000173,2018-01-01,1105
E07000174,2018-01-01,1425
E07000175,2018-01-01,990
E07000176,2018-01-01,645
E07000177,2018-01-01,560
E07000178,2018-01-01,1105
E07000179,2018-01-01,485
E07000180,2018-01-01,570
E07000181,2018-01-01,405
E07000192,2018-01-01,825
E07000193,2018-01-01,760
E07000194,2018-01-01,485
E07000195,2018-01-01,1115
E07000196,2018-01-01,835
E07000197,2018-01-01,755
E07000198,2018-01-01,575
E07000199,2018-01-01,555
E07000200,2018-01-01,450
E07000202,2018-01-01,1770
E07000203,2018-01-01,455
E07000207,2018-01-01,530
E07000208,2018-01-01,370
E07000209,2018-01-01,570
E07000210,2018-01-01,290
E07000211,2018-01-01,730
E07000212,2018-01-01,390
E07000213,2018-01-01,575
E07000214,2018-01-01,370
E07000215,2018-01-01,490
E07000216,2018-01-01,380
E07000217,2018-01-01,420
E07000218,2018-01-01,425
E07000219,2018-01-01,1525
E07000220,2018-01-01,1305
E07000221,2018-01-01,615
E07000222,2018-01-01,680
E07000223,2018-01-01,520
E07000224,2018-01-01,1180
E07000225,2018-01-01,700
E07000226,2018-01-01,950
E07000227,2018-01-01,625
E07000228,2018-01-01,430
E07000229,2018-01-01,920
E07000234,2018-01-01,695
E07000235,2018-01-01,510
E07000236,2018-01-01,945
E07000237,2018-01-01,1020
E07000238,2018-01-01,720
E07000239,2018-01-01,905
E07000240,2018-01-01,840
E07000241,2018-01-01,950
E07000242,2018-01-01,640
E07000243,2018-01-01,935
E07000244,2018-01-01,2900
E07000245,2018-01-01,1230
E08000001,2018-01-01,5620
E08000002,2018-01-01,2795
E08000003,2018-01-01,9700
E08000004,2018-01-01,5390
E08000005,2018-01-01,3865
E08000006,2018-01-01,4360
E08000007,2018-01-01,3355
E08000008,2018-01-01,3725
E08000009,2018-01-01,2615
E08000010,2018-01-01,5295
E08000011,2018-01-01,3130
E08000012,2018-01-01,11270
E08000013,2018-01-01,2955
E08000014,2018-01-01,4515
E08000015,2018-01-01,4325
E08000016,2018-01-01,4275
E08000017,2018-01-01,4945
E08000018,2018-01-01,4250
E08000019,2018-01-01,8940
E08000021,2018-01-01,7600
E08000022,2018-01-01,3395
E08000023,2018-01-01,4245
E08000024,2018-01-01,5570
E08000025,2018-01-01,31170
E08000026,2018-01-01,4165
E08000027,2018-01-01,6460
E08000028,2018-01-01,7090
E08000029,2018-01-01,2585
E08000030,2018-01-01,4870
E08000031,2018-01-01,6765
E08000032,2018-01-01,8670
E08000033,2018-01-01,3735
E08000034,2018-01-01,6120
E08000035,2018-01-01,11400
E08000036,2018-01-01,4040
E08000037,2018-01-01,3910
E09000001,2018-01-01,65
E09000002,2018-01-01,3170
E09000003,2018-01-01,3490
E09000004,2018-01-01,2165
E09000005,2018-01-01,4820
E09000006,2018-01-01,2280
E09000007,2018-01-01,2735
E09000008,2018-01-01,8690
E09000009,2018-01-01,4970
E09000010,2018-01-01,4490
E09000011,2018-01-01,4055
E09000012,2018-01-01,4895
E09000013,2018-01-01,4105
E09000014,2018-01-01,4480
E09000015,2018-01-01,1780
E09000016,2018-01-01,2500
E09000017,2018-01-01,2575
E09000018,2018-01-01,4800
E09000019,2018-01-01,3705
E09000020,2018-01-01,1840
E09000021,2018-01-01,1305
E09000022,2018-01-01,5970
E09000023,2018-01-01,5280
E09000024,2018-01-01,2360
E09000025,2018-01-01,4580
E09000026,2018-01-01,2475
E09000027,2018-01-01,1520
E09000028,2018-01-01,7155
E09000029,2018-01-01,2685
E09000030,2018-01-01,6145
E09000031,2018-01-01,3975
E09000032,2018-01-01,3300
E09000033,2018-01-01,2520
N09000001,2018-01-01,1795
N09000002,2018-01-01,2520
N09000003,2018-01-01,6955
N09000004,2018-01-01,2485
N09000005,2018-01-01,4565
N09000006,2018-01-01,1510
N09000007,2018-01-01,1325
N09000008,2018-01-01,2010
N09000009,2018-01-01,1390
N09000010,2018-01-01,2320
N09000011,2018-01-01,2135
S12000005,2018-01-01,1215
S12000006,2018-01-01,1630
S12000008,2018-01-01,2650
S12000010,2018-01-01,1765
S12000011,2018-01-01,670
S12000013,2018-01-01,275
S12000014,2018-01-01,2350
S12000017,2018-01-01,3525
S12000018,2018-01-01,2400
S12000019,2018-01-01,1405
S12000020,2018-01-01,1140
S12000021,2018-01-01,3285
S12000023,2018-01-01,120
S12000026,2018-01-01,1090
S12000027,2018-01-01,105
S12000028,2018-01-01,1640
S12000029,2018-01-01,4980
S12000030,2018-01-01,1225
S12000033,2018-01-01,3295
S12000034,2018-01-01,2150
S12000035,2018-01-01,915
S12000036,2018-01-01,4660
S12000038,2018-01-01,3145
S12000039,2018-01-01,2080
S12000040,2018-01-01,1940
S12000041,2018-01-01,1615
S12000042,2018-01-01,3370
S12000045,2018-01-01,1075
S12000047,2018-01-01,5905
S12000048,2018-01-01,1065
S12000049,2018-01-01,13765
S12000050,2018-01-01,5870
W06000001,2018-01-01,1010
W06000002,2018-01-01,1405
W06000003,2018-01-01,1360
W06000004,2018-01-01,1140
W06000005,2018-01-01,1830
W06000006,2018-01-01,1545
W06000008,2018-01-01,560
W06000009,2018-01-01,1585
W06000010,2018-01-01,1910
W06000011,2018-01-01,3190
W06000012,2018-01-01,2140
W06000013,2018-01-01,1795
W06000014,2018-01-01,1305
W06000015,2018-01-01,4920
W06000016,2018-01-01,3090
W06000018,2018-01-01,2885
W06000019,2018-01-01,1225
W06000020,2018-01-01,1665
W06000021,2018-01-01,625
W06000022,2018-01-01,2605
W06000023,2018-01-01,725
W06000024,2018-01-01,995
E06000001,2018-02-01,4055
E06000002,2018-02-01,4275
E06000003,2018-02-01,3090
E06000004,2018-02-01,3960
E06000005,2018-02-01,2355
E06000006,2018-02-01,3035
E06000007,2018-02-01,2995
E06000008,2018-02-01,2840
E06000009,2018-02-01,4200
E06000010,2018-02-01,6510
E06000011,2018-02-01,3120
E06000012,2018-02-01,3500
E06000013,2018-02-01,2620
E06000014,2018-02-01,1535
E06000015,2018-02-01,3095
E06000016,2018-02-01,4300
E06000017,2018-02-01,155
E06000018,2018-02-01,7475
E06000019,2018-02-01,1235
E06000020,2018-02-01,2025
E06000021,2018-02-01,4330
E06000022,2018-02-01,2105
E06000023,2018-02-01,5410
E06000024,2018-02-01,1875
E06000025,2018-02-01,1545
E06000026,2018-02-01,3580
E06000027,2018-02-01,1815
E06000030,2018-02-01,3080
E06000031,2018-02-01,2130
E06000032,2018-02-01,2555
E06000033,2018-02-01,2985
E06000034,2018-02-01,2040
E06000035,2018-02-01,3450
E06000036,2018-02-01,620
E06000037,2018-02-01,685
E06000038,2018-02-01,1700
E06000039,2018-02-01,1305
E06000040,2018-02-01,720
E06000041,2018-02-01,570
E06000042,2018-02-01,2745
E06000043,2018-02-01,3455
E06000044,2018-02-01,2525
E06000045,2018-02-01,4220
E06000046,2018-02-01,1760
E06000047,2018-02-01,9540
E06000049,2018-02-01,3255
E06000050,2018-02-01,3645
E06000051,2018-02-01,2340
E06000052,2018-02-01,4790
E06000053,2018-02-01,5
E06000054,2018-02-01,3780
E06000055,2018-02-01,2970
E06000056,2018-02-01,1580
E06000057,2018-02-01,5075
E06000058,2018-02-01,3615
E06000059,2018-02-01,2090
E06000060,2018-02-01,3050
E06000061,2018-02-01,3875
E06000062,2018-02-01,3950
E06000063,2018-02-01,3905
E06000064,2018-02-01,1735
E06000065,2018-02-01,5685
E06000066,2018-02-01,7020
E07000008,2018-02-01,725
E07000009,2018-02-01,385
E07000010,2018-02-01,730
E07000011,2018-02-01,880
E07000012,2018-02-01,490
E07000032,2018-02-01,1010
E07000033,2018-02-01,760
E07000034,2018-02-01,1440
E07000035,2018-02-01,285
E07000036,2018-02-01,1815
E07000037,2018-02-01,710
E07000038,2018-02-01,820
E07000039,2018-02-01,495
E07000040,2018-02-01,680
E07000041,2018-02-01,910
E07000042,2018-02-01,450
E07000043,2018-02-01,615
E07000044,2018-02-01,410
E07000045,2018-02-01,755
E07000046,2018-02-01,520
E07000047,2018-02-01,270
E07000061,2018-02-01,1375
E07000062,2018-02-01,2535
E07000063,2018-02-01,755
E07000064,2018-02-01,1080
E07000065,2018-02-01,620
E07000066,2018-02-01,2130
E07000067,2018-02-01,1125
E07000068,2018-02-01,465
E07000069,2018-02-01,565
E07000070,2018-02-01,1195
E07000071,2018-02-01,1405
E07000072,2018-02-01,1015
E07000073,2018-02-01,1335
E07000074,2018-02-01,390
E07000075,2018-02-01,435
E07000076,2018-02-01,2230
E07000077,2018-02-01,320
E07000078,2018-02-01,750
E07000079,2018-02-01,355
E07000080,2018-02-01,710
E07000081,2018-02-01,1320
E07000082,2018-02-01,670
E07000083,2018-02-01,460
E07000084,2018-02-01,1095
E07000085,2018-02-01,430
E07000086,2018-02-01,880
E07000087,2018-02-01,555
E07000088,2018-02-01,795
E07000089,2018-02-01,305
E07000090,2018-02-01,1205
E07000091,2018-02-01,905
E07000092,2018-02-01,580
E07000093,2018-02-01,525
E07000094,2018-02-01,495
E07000095,2018-02-01,890
E07000096,2018-02-01,1165
E07000098,2018-02-01,805
E07000099,2018-02-01,995
E07000102,2018-02-01,550
E07000103,2018-02-01,945
E07000105,2018-02-01,1360
E07000106,2018-02-01,1465
E07000107,2018-02-01,815
E07000108,2018-02-01,2110
E07000109,2018-02-01,1440
E07000110,2018-02-01,1315
E07000111,2018-02-01,540
E07000112,2018-02-01,1585
E07000113,2018-02-01,2110
E07000114,2018-02-01,3650
E07000115,2018-02-01,790
E07000116,2018-02-01,695
E07000117,2018-02-01,2480
E07000118,2018-02-01,1165
E07000119,2018-02-01,675
E07000120,2018-02-01,1455
E07000121,2018-02-01,2575
E07000122,2018-02-01,1215
E07000123,2018-02-01,2195
E07000124,2018-02-01,315
E07000125,2018-02-01,980
E07000126,2018-02-01,985
E07000127,2018-02-01,1305
E07000128,2018-02-01,1085
E07000129,2018-02-01,490
E07000130,2018-02-01,980
E07000131,2018-02-01,495
E07000132,2018-02-01,975
E07000133,2018-02-01,580
E07000134,2018-02-01,560
E07000135,2018-02-01,280
E07000136,2018-02-01,680
E07000137,2018-02-01,2065
E07000138,2018-02-01,1710
E07000139,2018-02-01,655
E07000140,2018-02-01,660
E07000141,2018-02-01,1405
E07000142,2018-02-01,1170
E07000143,2018-02-01,955
E07000144,2018-02-01,595
E07000145,2018-02-01,3135
E07000146,2018-02-01,955
E07000147,2018-02-01,575
E07000148,2018-02-01,1665
E07000149,2018-02-01,670
E07000170,2018-02-01,1680
E07000171,2018-02-01,1270
E07000172,2018-02-01,1080
E07000173,2018-02-01,1165
E07000174,2018-02-01,1505
E07000175,2018-02-01,1025
E07000176,2018-02-01,685
E07000177,2018-02-01,590
E07000178,2018-02-01,1220
E07000179,2018-02-01,530
E07000180,2018-02-01,650
E07000181,2018-02-01,460
E07000192,2018-02-01,865
E07000193,2018-02-01,835
E07000194,2018-02-01,570
E07000195,2018-02-01,1205
E07000196,2018-02-01,865
E07000197,2018-02-01,835
E07000198,2018-02-01,625
E07000199,2018-02-01,665
E07000200,2018-02-01,540
E07000202,2018-02-01,1855
E07000203,2018-02-01,470
E07000207,2018-02-01,525
E07000208,2018-02-01,375
E07000209,2018-02-01,590
E07000210,2018-02-01,300
E07000211,2018-02-01,775
E07000212,2018-02-01,410
E07000213,2018-02-01,585
E07000214,2018-02-01,375
E07000215,2018-02-01,545
E07000216,2018-02-01,410
E07000217,2018-02-01,440
E07000218,2018-02-01,490
E07000219,2018-02-01,1715
E07000220,2018-02-01,1385
E07000221,2018-02-01,695
E07000222,2018-02-01,705
E07000223,2018-02-01,540
E07000224,2018-02-01,1250
E07000225,2018-02-01,720
E07000226,2018-02-01,1020
E07000227,2018-02-01,655
E07000228,2018-02-01,430
E07000229,2018-02-01,960
E07000234,2018-02-01,745
E07000235,2018-02-01,540
E07000236,2018-02-01,1070
E07000237,2018-02-01,1085
E07000238,2018-02-01,755
E07000239,2018-02-01,960
E07000240,2018-02-01,945
E07000241,2018-02-01,1000
E07000242,2018-02-01,640
E07000243,2018-02-01,935
E07000244,2018-02-01,2995
E07000245,2018-02-01,1305
E08000001,2018-02-01,5820
E08000002,2018-02-01,2925
E08000003,2018-02-01,10500
E08000004,2018-02-01,5760
E08000005,2018-02-01,4100
E08000006,2018-02-01,4685
E08000007,2018-02-01,3470
E08000008,2018-02-01,3920
E08000009,2018-02-01,2840
E08000010,2018-02-01,5470
E08000011,2018-02-01,3305
E08000012,2018-02-01,11660
E08000013,2018-02-01,3100
E08000014,2018-02-01,4955
E08000015,2018-02-01,4635
E08000016,2018-02-01,4640
E08000017,2018-02-01,5420
E08000018,2018-02-01,4440
E08000019,2018-02-01,9325
E08000021,2018-02-01,7945
E08000022,2018-02-01,3430
E08000023,2018-02-01,4345
E08000024,2018-02-01,5770
E08000025,2018-02-01,32570
E08000026,2018-02-01,4450
E08000027,2018-02-01,6770
E08000028,2018-02-01,7300
E08000029,2018-02-01,2790
E08000030,2018-02-01,5055
E08000031,2018-02-01,6990
E08000032,2018-02-01,9065
E08000033,2018-02-01,3995
E08000034,2018-02-01,6650
E08000035,2018-02-01,11760
E08000036,2018-02-01,4305
E08000037,2018-02-01,4290
E09000001,2018-02-01,60
E09000002,2018-02-01,3260
E09000003,2018-02-01,3590
E09000004,2018-02-01,2170
E09000005,2018-02-01,4895
E09000006,2018-02-01,2385
E09000007,2018-02-01,2820
E09000008,2018-02-01,9315
E09000009,2018-02-01,5160
E09000010,2018-02-01,4710
E09000011,2018-02-01,4200
E09000012,2018-02-01,5025
E09000013,2018-02-01,4365
E09000014,2018-02-01,4520
E09000015,2018-02-01,1810
E09000016,2018-02-01,2605
E09000017,2018-02-01,2645
E09000018,2018-02-01,5335
E09000019,2018-02-01,3815
E09000020,2018-02-01,1950
E09000021,2018-02-01,1325
E09000022,2018-02-01,6145
E09000023,2018-02-01,5455
E09000024,2018-02-01,2480
E09000025,2018-02-01,4740
E09000026,2018-02-01,2515
E09000027,2018-02-01,1555
E09000028,2018-02-01,7610
E09000029,2018-02-01,2955
E09000030,2018-02-01,6450
E09000031,2018-02-01,4070
E09000032,2018-02-01,3400
E09000033,2018-02-01,2590
N09000001,2018-02-01,1890
N09000002,2018-02-01,2595
N09000003,2018-02-01,7075
N09000004,2018-02-01,2635
N09000005,2018-02-01,4465
N09000006,2018-02-01,1505
N09000007,2018-02-01,1355
N09000008,2018-02-01,2035
N09000009,2018-02-01,1425
N09000010,2018-02-01,2350
N09000011,2018-02-01,2215
S12000005,2018-02-01,1280
S12000006,2018-02-01,1700
S12000008,2018-02-01,2840
S12000010,2018-02-01,1850
S12000011,2018-02-01,685
S12000013,2018-02-01,295
S12000014,2018-02-01,2570
S12000017,2018-02-01,3765
S12000018,2018-02-01,2515
S12000019,2018-02-01,1520
S12000020,2018-02-01,1220
S12000021,2018-02-01,3490
S12000023,2018-02-01,130
S12000026,2018-02-01,1125
S12000027,2018-02-01,110
S12000028,2018-02-01,1700
S12000029,2018-02-01,5375
S12000030,2018-02-01,1310
S12000033,2018-02-01,3385
S12000034,2018-02-01,2230
S12000035,2018-02-01,940
S12000036,2018-02-01,4950
S12000038,2018-02-01,3245
S12000039,2018-02-01,2170
S12000040,2018-02-01,2105
S12000041,2018-02-01,1740
S12000042,2018-02-01,3575
S12000045,2018-02-01,1150
S12000047,2018-02-01,6425
S12000048,2018-02-01,1130
S12000049,2018-02-01,14025
S12000050,2018-02-01,6145
W06000001,2018-02-01,1070
W06000002,2018-02-01,1525
W06000003,2018-02-01,1435
W06000004,2018-02-01,1175
W06000005,2018-02-01,1960
W06000006,2018-02-01,1690
W06000008,2018-02-01,560
W06000009,2018-02-01,1610
W06000010,2018-02-01,2105
W06000011,2018-02-01,3560
W06000012,2018-02-01,2490
W06000013,2018-02-01,1840
W06000014,2018-02-01,1340
W06000015,2018-02-01,5120
W06000016,2018-02-01,3295
W06000018,2018-02-01,2910
W06000019,2018-02-01,1275
W06000020,2018-02-01,1795
W06000021,2018-02-01,680
W06000022,2018-02-01,2875
W06000023,2018-02-01,785
W06000024,2018-02-01,1050
E06000001,2018-03-01,4075
E06000002,2018-03-01,4310
E06000003,2018-03-01,3075
E06000004,2018-03-01,3990
E06000005,2018-03-01,2335
E06000006,2018-03-01,3085
E06000007,2018-03-01,3020
E06000008,2018-03-01,2765
E06000009,2018-03-01,4185
E06000010,2018-03-01,6590
E06000011,2018-03-01,3045
E06000012,2018-03-01,3760
E06000013,2018-03-01,2790
E06000014,2018-03-01,1610
E06000015,2018-03-01,3265
E06000016,2018-03-01,4365
E06000017,2018-03-01,165
E06000018,2018-03-01,7590
E06000019,2018-03-01,1250
E06000020,2018-03-01,2100
E06000021,2018-03-01,4485
E06000022,2018-03-01,2075
E06000023,2018-03-01,5480
E06000024,2018-03-01,1940
E06000025,2018-03-01,1585
E06000026,2018-03-01,3815
E06000027,2018-03-01,1830
E06000030,2018-03-01,3105
E06000031,2018-03-01,2520
E06000032,2018-03-01,2625
E06000033,2018-03-01,3135
E06000034,2018-03-01,2160
E06000035,2018-03-01,3475
E06000036,2018-03-01,610
E06000037,2018-03-01,760
E06000038,2018-03-01,1730
E06000039,2018-03-01,1340
E06000040,2018-03-01,730
E06000041,2018-03-01,600
E06000042,2018-03-01,2780
E06000043,2018-03-01,3670
E06000044,2018-03-01,2525
E06000045,2018-03-01,4275
E06000046,2018-03-01,1650
E06000047,2018-03-01,9955
E06000049,2018-03-01,3395
E06000050,2018-03-01,3915
E06000051,2018-03-01,2420
E06000052,2018-03-01,4820
E06000053,2018-03-01,5
E06000054,2018-03-01,3980
E06000055,2018-03-01,3005
E06000056,2018-03-01,1600
E06000057,2018-03-01,5210
E06000058,2018-03-01,3740
E06000059,2018-03-01,2255
E06000060,2018-03-01,3090
E06000061,2018-03-01,4060
E06000062,2018-03-01,4010
E06000063,2018-03-01,3940
E06000064,2018-03-01,1715
E06000065,2018-03-01,5655
E06000066,2018-03-01,7070
E07000008,2018-03-01,765
E07000009,2018-03-01,420
E07000010,2018-03-01,730
E07000011,2018-03-01,895
E07000012,2018-03-01,495
E07000032,2018-03-01,1045
E07000033,2018-03-01,810
E07000034,2018-03-01,1530
E07000035,2018-03-01,295
E07000036,2018-03-01,1900
E07000037,2018-03-01,715
E07000038,2018-03-01,855
E07000039,2018-03-01,500
E07000040,2018-03-01,695
E07000041,2018-03-01,910
E07000042,2018-03-01,470
E07000043,2018-03-01,605
E07000044,2018-03-01,395
E07000045,2018-03-01,710
E07000046,2018-03-01,530
E07000047,2018-03-01,280
E07000061,2018-03-01,1410
E07000062,2018-03-01,2545
E07000063,2018-03-01,740
E07000064,2018-03-01,1115
E07000065,2018-03-01,635
E07000066,2018-03-01,2290
E07000067,2018-03-01,1170
E07000068,2018-03-01,495
E07000069,2018-03-01,560
E07000070,2018-03-01,1230
E07000071,2018-03-01,1435
E07000072,2018-03-01,1010
E07000073,2018-03-01,1405
E07000074,2018-03-01,400
E07000075,2018-03-01,455
E07000076,2018-03-01,2245
E07000077,2018-03-01,325
E07000078,2018-03-01,870
E07000079,2018-03-01,390
E07000080,2018-03-01,755
E07000081,2018-03-01,1310
E07000082,2018-03-01,700
E07000083,2018-03-01,475
E07000084,2018-03-01,1095
E07000085,2018-03-01,445
E07000086,2018-03-01,910
E07000087,2018-03-01,530
E07000088,2018-03-01,815
E07000089,2018-03-01,305
E07000090,2018-03-01,1215
E07000091,2018-03-01,900
E07000092,2018-03-01,560
E07000093,2018-03-01,520
E07000094,2018-03-01,490
E07000095,2018-03-01,915
E07000096,2018-03-01,1150
E07000098,2018-03-01,820
E07000099,2018-03-01,975
E07000102,2018-03-01,585
E07000103,2018-03-01,990
E07000105,2018-03-01,1395
E07000106,2018-03-01,1485
E07000107,2018-03-01,845
E07000108,2018-03-01,2140
E07000109,2018-03-01,1450
E07000110,2018-03-01,1295
E07000111,2018-03-01,540
E07000112,2018-03-01,1610
E07000113,2018-03-01,2255
E07000114,2018-03-01,3715
E07000115,2018-03-01,775
E07000116,2018-03-01,670
E07000117,2018-03-01,2515
E07000118,2018-03-01,1165
E07000119,2018-03-01,670
E07000120,2018-03-01,1445
E07000121,2018-03-01,2635
E07000122,2018-03-01,1245
E07000123,2018-03-01,2225
E07000124,2018-03-01,315
E07000125,2018-03-01,980
E07000126,2018-03-01,1000
E07000127,2018-03-01,1395
E07000128,2018-03-01,1065
E07000129,2018-03-01,480
E07000130,2018-03-01,995
E07000131,2018-03-01,495
E07000132,2018-03-01,970
E07000133,2018-03-01,600
E07000134,2018-03-01,570
E07000135,2018-03-01,280
E07000136,2018-03-01,680
E07000137,2018-03-01,1975
E07000138,2018-03-01,1715
E07000139,2018-03-01,675
E07000140,2018-03-01,690
E07000141,2018-03-01,1505
E07000142,2018-03-01,1165
E07000143,2018-03-01,955
E07000144,2018-03-01,640
E07000145,2018-03-01,3230
E07000146,2018-03-01,960
E07000147,2018-03-01,585
E07000148,2018-03-01,1735
E07000149,2018-03-01,675
E07000170,2018-03-01,1685
E07000171,2018-03-01,1345
E07000172,2018-03-01,1075
E07000173,2018-03-01,1185
E07000174,2018-03-01,1515
E07000175,2018-03-01,1025
E07000176,2018-03-01,665
E07000177,2018-03-01,680
E07000178,2018-03-01,1295
E07000179,2018-03-01,555
E07000180,2018-03-01,650
E07000181,2018-03-01,470
E07000192,2018-03-01,915
E07000193,2018-03-01,875
E07000194,2018-03-01,665
E07000195,2018-03-01,1210
E07000196,2018-03-01,875
E07000197,2018-03-01,795
E07000198,2018-03-01,640
E07000199,2018-03-01,765
E07000200,2018-03-01,545
E07000202,2018-03-01,1875
E07000203,2018-03-01,495
E07000207,2018-03-01,530
E07000208,2018-03-01,390
E07000209,2018-03-01,595
E07000210,2018-03-01,285
E07000211,2018-03-01,770
E07000212,2018-03-01,380
E07000213,2018-03-01,575
E07000214,2018-03-01,365
E07000215,2018-03-01,525
E07000216,2018-03-01,400
E07000217,2018-03-01,435
E07000218,2018-03-01,500
E07000219,2018-03-01,1900
E07000220,2018-03-01,1405
E07000221,2018-03-01,705
E07000222,2018-03-01,725
E07000223,2018-03-01,560
E07000224,2018-03-01,1265
E07000225,2018-03-01,745
E07000226,2018-03-01,1050
E07000227,2018-03-01,645
E07000228,2018-03-01,425
E07000229,2018-03-01,970
E07000234,2018-03-01,780
E07000235,2018-03-01,540
E07000236,2018-03-01,1180
E07000237,2018-03-01,1120
E07000238,2018-03-01,770
E07000239,2018-03-01,945
E07000240,2018-03-01,1000
E07000241,2018-03-01,1070
E07000242,2018-03-01,645
E07000243,2018-03-01,910
E07000244,2018-03-01,3040
E07000245,2018-03-01,1400
E08000001,2018-03-01,5980
E08000002,2018-03-01,3000
E08000003,2018-03-01,11120
E08000004,2018-03-01,5880
E08000005,2018-03-01,4235
E08000006,2018-03-01,4815
